symbol,open_time,close_time,direction,confidence,entry,sl,tp,sl_pips,tp_pips,outcome,pnl_pips
EURUSDm,2025-04-08 08:00:00,2025-04-11 00:00:00,BUY,0.6675,1.09355,1.07021,1.12856,233.4,350.1,TP,350.1
EURUSDm,2025-04-08 12:00:00,2025-04-10 20:00:00,BUY,0.5932,1.09126,1.06868,1.12513,225.8,338.7,TP,338.7
EURUSDm,2025-04-08 20:00:00,2025-04-11 00:00:00,BUY,0.6033,1.09786,1.07742,1.12852,204.4,306.6,TP,306.6
EURUSDm,2025-04-09 16:00:00,2025-04-10 20:00:00,BUY,0.6737,1.09355,1.0728,1.12468,207.5,311.3,TP,311.3
EURUSDm,2025-04-10 04:00:00,2025-04-11 00:00:00,BUY,0.608,1.10273,1.08238,1.13325,203.5,305.2,TP,305.2
EURUSDm,2025-04-10 08:00:00,2025-04-11 00:00:00,BUY,0.5534,1.10715,1.08666,1.13789,204.9,307.4,TP,307.4
EURUSDm,2025-04-10 12:00:00,2025-04-21 00:00:00,BUY,0.6298,1.11924,1.09681,1.15289,224.3,336.5,TP,336.5
EURUSDm,2025-04-10 20:00:00,2025-06-12 08:00:00,BUY,0.5977,1.12588,1.10246,1.16101,234.2,351.3,TP,351.3
EURUSDm,2025-04-11 00:00:00,2025-05-12 08:00:00,BUY,0.5797,1.13421,1.10962,1.1711,245.9,368.9,SL,-245.9
EURUSDm,2025-04-11 12:00:00,2025-06-27 12:00:00,BUY,0.7027,1.13257,1.10409,1.17528,284.8,427.1,TP,427.1
EURUSDm,2025-04-11 16:00:00,2025-06-30 16:00:00,BUY,0.7735,1.13425,1.10562,1.1772,286.3,429.5,TP,429.5
EURUSDm,2025-04-11 20:00:00,2025-05-12 08:00:00,BUY,0.6513,1.13586,1.10824,1.17729,276.2,414.3,SL,-276.2
EURUSDm,2025-04-15 12:00:00,2025-04-21 04:00:00,BUY,0.5519,1.12899,1.11223,1.15413,167.6,251.4,TP,251.4
EURUSDm,2025-04-15 16:00:00,2025-04-21 00:00:00,BUY,0.7523,1.12835,1.11313,1.15118,152.2,228.3,TP,228.3
EURUSDm,2025-04-15 20:00:00,2025-04-21 00:00:00,BUY,0.7629,1.12948,1.11522,1.15087,142.6,213.9,TP,213.9
EURUSDm,2025-04-16 00:00:00,2025-04-21 04:00:00,BUY,0.8212,1.13443,1.11956,1.15674,148.7,223.1,TP,223.1
EURUSDm,2025-04-16 04:00:00,2025-05-08 12:00:00,BUY,0.666,1.13879,1.12359,1.1616,152.0,228.1,SL,-152.0
EURUSDm,2025-04-20 20:00:00,2025-04-22 20:00:00,BUY,0.6396,1.145,1.13633,1.15801,86.7,130.1,SL,-86.7
EURUSDm,2025-04-23 16:00:00,2025-05-12 04:00:00,BUY,0.5708,1.13284,1.11589,1.15826,169.5,254.2,SL,-169.5
EURUSDm,2025-04-23 20:00:00,2025-05-12 04:00:00,BUY,0.5597,1.13306,1.11675,1.15753,163.1,244.7,SL,-163.1
EURUSDm,2025-04-24 00:00:00,2025-05-12 04:00:00,BUY,0.6171,1.13391,1.11754,1.15847,163.7,245.6,SL,-163.7
EURUSDm,2025-04-24 04:00:00,2025-05-09 00:00:00,BUY,0.5708,1.13808,1.12108,1.16358,170.0,255.0,SL,-170.0
EURUSDm,2025-05-13 00:00:00,2025-05-21 00:00:00,BUY,0.554,1.11175,1.09904,1.13081,127.1,190.6,TP,190.6
EURUSDm,2025-05-13 08:00:00,2025-05-19 08:00:00,BUY,0.6233,1.11079,1.09879,1.12879,120.0,180.0,TP,180.0
EURUSDm,2025-10-21 00:00:00,2025-10-31 12:00:00,SELL,0.581,1.16327,1.16959,1.15379,63.2,94.8,TP,94.8
EURUSDm,2026-01-27 00:00:00,2026-01-27 20:00:00,BUY,0.5797,1.18809,1.17798,1.20326,101.1,151.7,TP,151.7
EURUSDm,2026-02-06 00:00:00,2026-02-09 12:00:00,BUY,0.568,1.17888,1.17181,1.18948,70.7,106.0,TP,106.0
EURUSDm,2026-03-08 20:00:00,2026-03-09 20:00:00,SELL,0.5526,1.15225,1.16449,1.13389,122.4,183.6,SL,-122.4
EURUSDm,2026-03-11 04:00:00,2026-03-13 16:00:00,SELL,0.6023,1.16151,1.17375,1.14315,122.4,183.6,TP,183.6
EURUSDm,2026-03-11 20:00:00,2026-04-07 20:00:00,SELL,0.6,1.15411,1.16515,1.13755,110.4,165.6,SL,-110.4
EURUSDm,2026-03-12 08:00:00,2026-04-07 20:00:00,SELL,0.6455,1.15545,1.1653,1.14068,98.5,147.7,SL,-98.5
EURUSDm,2026-03-12 12:00:00,2026-03-23 08:00:00,SELL,0.5582,1.15202,1.16166,1.13756,96.4,144.6,SL,-96.4
EURUSDm,2026-03-19 20:00:00,2026-04-08 00:00:00,SELL,0.5643,1.15747,1.16935,1.13964,118.8,178.3,SL,-118.8
EURUSDm,2026-03-26 00:00:00,2026-04-07 20:00:00,SELL,0.7033,1.15669,1.16554,1.14342,88.5,132.7,SL,-88.5
EURUSDm,2026-03-26 04:00:00,2026-04-07 20:00:00,SELL,0.6675,1.15516,1.16422,1.14157,90.6,135.9,SL,-90.6
EURUSDm,2026-06-24 00:00:00,2026-06-26 12:00:00,SELL,0.5626,1.13654,1.14222,1.12801,56.8,85.3,SL,-56.8
GBPUSDm,2024-06-24 00:00:00,2024-07-03 12:00:00,BUY,0.7282,1.2643,1.25811,1.27359,61.9,92.9,TP,92.9
GBPUSDm,2024-06-24 04:00:00,2024-07-03 12:00:00,BUY,0.7435,1.26553,1.25925,1.27496,62.8,94.3,TP,94.3
GBPUSDm,2024-06-24 08:00:00,2024-07-03 12:00:00,BUY,0.5665,1.26641,1.26007,1.27591,63.4,95.0,TP,95.0
GBPUSDm,2024-07-05 00:00:00,2024-07-11 00:00:00,BUY,0.641,1.27721,1.27126,1.28614,59.5,89.3,TP,89.3
GBPUSDm,2024-07-05 04:00:00,2024-07-11 08:00:00,BUY,0.6188,1.27811,1.27212,1.2871,59.9,89.9,TP,89.9
GBPUSDm,2024-07-10 00:00:00,2024-07-11 12:00:00,BUY,0.5615,1.27936,1.27328,1.28848,60.8,91.2,TP,91.2
GBPUSDm,2024-07-10 04:00:00,2024-07-11 08:00:00,BUY,0.6622,1.27936,1.27374,1.28779,56.2,84.3,TP,84.3
GBPUSDm,2024-07-10 08:00:00,2024-07-11 12:00:00,BUY,0.6605,1.28073,1.27496,1.28938,57.7,86.5,TP,86.5
GBPUSDm,2024-07-11 00:00:00,2024-07-11 12:00:00,BUY,0.6228,1.28618,1.28037,1.29489,58.1,87.1,TP,87.1
GBPUSDm,2024-07-11 04:00:00,2024-07-12 08:00:00,BUY,0.6231,1.28671,1.28086,1.29548,58.5,87.7,TP,87.7
GBPUSDm,2024-07-11 08:00:00,2024-07-12 08:00:00,BUY,0.6217,1.28778,1.28198,1.29648,58.0,87.0,TP,87.0
GBPUSDm,2024-07-12 00:00:00,2024-07-17 04:00:00,BUY,0.551,1.29085,1.2843,1.30068,65.5,98.3,TP,98.3
GBPUSDm,2024-08-16 04:00:00,2024-08-20 04:00:00,BUY,0.64,1.28807,1.28013,1.29998,79.4,119.1,TP,119.1
GBPUSDm,2024-08-16 08:00:00,2024-08-20 12:00:00,BUY,0.6131,1.29097,1.28268,1.3034,82.9,124.3,TP,124.3
GBPUSDm,2024-08-16 12:00:00,2024-08-20 12:00:00,BUY,0.5556,1.29061,1.2826,1.30263,80.1,120.2,TP,120.2
GBPUSDm,2024-08-16 16:00:00,2024-08-21 12:00:00,BUY,0.6795,1.29456,1.28631,1.30693,82.5,123.7,TP,123.7
GBPUSDm,2024-08-18 20:00:00,2024-08-21 12:00:00,BUY,0.8039,1.29473,1.28725,1.30595,74.8,112.2,TP,112.2
GBPUSDm,2024-08-19 00:00:00,2024-08-21 12:00:00,BUY,0.6378,1.29552,1.28784,1.30704,76.8,115.2,TP,115.2
GBPUSDm,2024-08-19 04:00:00,2024-08-21 16:00:00,BUY,0.6597,1.29659,1.28885,1.3082,77.4,116.1,TP,116.1
GBPUSDm,2024-08-19 12:00:00,2024-08-21 16:00:00,BUY,0.6676,1.29809,1.28945,1.31106,86.4,129.7,TP,129.7
GBPUSDm,2024-08-19 16:00:00,2024-08-21 16:00:00,BUY,0.5728,1.29909,1.29152,1.31045,75.7,113.6,TP,113.6
GBPUSDm,2024-08-19 20:00:00,2024-08-21 16:00:00,BUY,0.6075,1.29902,1.29172,1.30996,73.0,109.4,TP,109.4
GBPUSDm,2024-08-20 00:00:00,2024-08-21 16:00:00,BUY,0.6759,1.29795,1.29051,1.30911,74.4,111.6,TP,111.6
GBPUSDm,2024-08-20 04:00:00,2024-08-21 16:00:00,BUY,0.7135,1.30036,1.29266,1.31191,77.0,115.5,TP,115.5
GBPUSDm,2024-08-21 04:00:00,2024-08-22 08:00:00,BUY,0.6072,1.30162,1.29437,1.3125,72.5,108.8,TP,108.8
GBPUSDm,2024-08-21 08:00:00,2024-08-23 12:00:00,BUY,0.5731,1.30329,1.29576,1.31459,75.3,113.0,TP,113.0
GBPUSDm,2024-08-21 16:00:00,2024-08-23 12:00:00,BUY,0.5544,1.30911,1.30049,1.32204,86.2,129.3,TP,129.3
GBPUSDm,2024-08-23 00:00:00,2024-08-23 12:00:00,BUY,0.5647,1.31037,1.3024,1.32232,79.6,119.5,TP,119.5
GBPUSDm,2024-08-23 04:00:00,2024-08-27 08:00:00,BUY,0.5777,1.31183,1.30358,1.3242,82.5,123.8,TP,123.8
GBPUSDm,2024-08-23 08:00:00,2024-08-27 16:00:00,BUY,0.6374,1.31228,1.30379,1.32501,84.9,127.3,TP,127.3
GBPUSDm,2024-08-23 12:00:00,2024-09-03 12:00:00,BUY,0.6417,1.31954,1.30888,1.33552,106.6,159.8,SL,-106.6
GBPUSDm,2024-08-26 20:00:00,2024-09-03 12:00:00,BUY,0.6239,1.31928,1.31043,1.33256,88.5,132.7,SL,-88.5
GBPUSDm,2024-08-27 04:00:00,2024-08-30 16:00:00,BUY,0.6542,1.32013,1.31102,1.33379,91.0,136.6,SL,-91.0
GBPUSDm,2024-09-18 20:00:00,2024-09-24 04:00:00,BUY,0.5778,1.32042,1.30982,1.33631,106.0,158.9,TP,158.9
GBPUSDm,2024-09-26 04:00:00,2024-10-01 16:00:00,BUY,0.685,1.33451,1.32514,1.34857,93.7,140.6,SL,-93.7
GBPUSDm,2024-09-26 08:00:00,2024-10-01 12:00:00,BUY,0.5846,1.33752,1.32734,1.35279,101.8,152.7,SL,-101.8
GBPUSDm,2024-11-07 16:00:00,2024-11-14 00:00:00,SELL,0.6839,1.29636,1.31495,1.26848,185.9,278.8,TP,278.8
GBPUSDm,2024-11-07 20:00:00,2024-11-13 12:00:00,SELL,0.7053,1.29808,1.31642,1.27057,183.4,275.1,TP,275.1
GBPUSDm,2024-11-08 00:00:00,2024-11-13 12:00:00,SELL,0.7269,1.29629,1.31429,1.26928,180.0,270.1,TP,270.1
GBPUSDm,2024-11-08 04:00:00,2024-11-13 12:00:00,SELL,0.7706,1.2963,1.31391,1.26989,176.1,264.1,TP,264.1
GBPUSDm,2024-11-08 08:00:00,2024-11-12 16:00:00,SELL,0.6376,1.2966,1.31123,1.27466,146.3,219.4,TP,219.4
GBPUSDm,2024-11-08 16:00:00,2024-11-13 12:00:00,SELL,0.6709,1.29104,1.30468,1.27058,136.4,204.6,TP,204.6
GBPUSDm,2024-11-08 20:00:00,2024-11-12 16:00:00,SELL,0.6635,1.29183,1.30462,1.27265,127.9,191.8,TP,191.8
GBPUSDm,2024-11-10 20:00:00,2024-11-12 16:00:00,SELL,0.7408,1.29134,1.30364,1.27289,123.0,184.5,TP,184.5
GBPUSDm,2024-11-11 00:00:00,2024-11-12 16:00:00,SELL,0.694,1.29123,1.30315,1.27335,119.2,178.8,TP,178.8
GBPUSDm,2024-11-11 04:00:00,2024-11-12 16:00:00,SELL,0.6968,1.28934,1.3009,1.272,115.6,173.4,TP,173.4
GBPUSDm,2024-12-12 08:00:00,2024-12-15 20:00:00,SELL,0.5625,1.27384,1.28289,1.26027,90.5,135.7,TP,135.7
GBPUSDm,2024-12-29 20:00:00,2025-01-02 08:00:00,SELL,0.5686,1.25757,1.2648,1.24673,72.3,108.4,TP,108.4
GBPUSDm,2024-12-30 00:00:00,2025-01-02 08:00:00,SELL,0.5741,1.25776,1.26477,1.24724,70.1,105.2,TP,105.2
GBPUSDm,2025-01-12 20:00:00,2025-01-20 12:00:00,SELL,0.5601,1.22023,1.23246,1.20189,122.3,183.4,SL,-122.3
GBPUSDm,2025-01-27 12:00:00,2025-02-03 00:00:00,SELL,0.6271,1.24716,1.26082,1.22666,136.7,205.0,TP,205.0
GBPUSDm,2025-03-06 20:00:00,2025-04-03 00:00:00,BUY,0.5895,1.28847,1.27671,1.30611,117.6,176.4,TP,176.4
GBPUSDm,2025-03-07 04:00:00,2025-04-03 00:00:00,BUY,0.6882,1.29054,1.27992,1.30648,106.2,159.4,TP,159.4
GBPUSDm,2025-03-10 20:00:00,2025-04-02 20:00:00,BUY,0.6554,1.28762,1.27719,1.30326,104.3,156.4,TP,156.4
GBPUSDm,2025-03-11 00:00:00,2025-04-02 20:00:00,BUY,0.7649,1.28912,1.27877,1.30464,103.5,155.3,TP,155.3
GBPUSDm,2025-03-11 04:00:00,2025-04-03 00:00:00,BUY,0.711,1.291,1.28005,1.30743,109.5,164.3,TP,164.3
GBPUSDm,2025-04-09 12:00:00,2025-04-11 04:00:00,BUY,0.6181,1.27706,1.25758,1.30628,194.8,292.2,TP,292.2
GBPUSDm,2025-04-09 20:00:00,2025-04-11 08:00:00,BUY,0.5592,1.28256,1.2653,1.30845,172.6,258.9,TP,258.9
GBPUSDm,2025-04-10 00:00:00,2025-04-11 08:00:00,BUY,0.6404,1.28482,1.26837,1.3095,164.5,246.8,TP,246.8
GBPUSDm,2025-04-10 04:00:00,2025-04-11 08:00:00,BUY,0.6281,1.28778,1.27111,1.31279,166.7,250.1,TP,250.1
GBPUSDm,2025-04-10 08:00:00,2025-04-14 08:00:00,BUY,0.6062,1.29325,1.27617,1.31887,170.8,256.2,TP,256.2
GBPUSDm,2025-04-10 12:00:00,2025-04-15 04:00:00,BUY,0.6892,1.29393,1.27601,1.32081,179.2,268.8,TP,268.8
GBPUSDm,2025-04-10 16:00:00,2025-04-15 08:00:00,BUY,0.7393,1.29711,1.27892,1.32439,181.9,272.8,TP,272.8
GBPUSDm,2025-04-10 20:00:00,2025-04-16 04:00:00,BUY,0.6861,1.2993,1.28128,1.32633,180.2,270.3,TP,270.3
GBPUSDm,2025-04-11 00:00:00,2025-04-20 20:00:00,BUY,0.6979,1.30372,1.28542,1.33116,183.0,274.4,TP,274.4
GBPUSDm,2025-04-11 04:00:00,2025-04-21 00:00:00,BUY,0.6094,1.30686,1.2874,1.33606,194.6,292.0,TP,292.0
GBPUSDm,2025-04-11 16:00:00,2025-04-21 00:00:00,BUY,0.7092,1.30758,1.28742,1.33782,201.6,302.4,TP,302.4
GBPUSDm,2025-04-11 20:00:00,2025-04-21 00:00:00,BUY,0.7891,1.30876,1.28918,1.33813,195.8,293.7,TP,293.7
GBPUSDm,2025-04-13 20:00:00,2025-04-21 00:00:00,BUY,0.7745,1.30852,1.29024,1.33594,182.8,274.2,TP,274.2
GBPUSDm,2025-04-14 00:00:00,2025-04-21 00:00:00,BUY,0.7809,1.31078,1.2924,1.33834,183.8,275.6,TP,275.6
GBPUSDm,2025-04-14 04:00:00,2025-05-21 04:00:00,BUY,0.7809,1.31669,1.29731,1.34576,193.8,290.7,TP,290.7
GBPUSDm,2025-04-14 08:00:00,2025-05-21 04:00:00,BUY,0.7853,1.31772,1.29836,1.34676,193.6,290.4,TP,290.4
GBPUSDm,2025-04-14 12:00:00,2025-05-21 04:00:00,BUY,0.8275,1.31744,1.29826,1.34621,191.8,287.7,TP,287.7
GBPUSDm,2025-04-14 16:00:00,2025-05-21 04:00:00,BUY,0.8495,1.31914,1.3011,1.3462,180.4,270.6,TP,270.6
GBPUSDm,2025-04-14 20:00:00,2025-04-28 16:00:00,BUY,0.8315,1.31735,1.3002,1.34308,171.5,257.3,TP,257.3
GBPUSDm,2025-04-15 00:00:00,2025-05-21 04:00:00,BUY,0.8285,1.31986,1.30291,1.34528,169.5,254.3,TP,254.3
GBPUSDm,2025-04-15 04:00:00,2025-05-23 04:00:00,BUY,0.7275,1.32247,1.30588,1.34735,165.9,248.8,TP,248.8
GBPUSDm,2025-04-15 08:00:00,2025-05-21 04:00:00,BUY,0.5999,1.32324,1.30788,1.34629,153.6,230.5,TP,230.5
GBPUSDm,2025-04-15 12:00:00,2025-04-28 16:00:00,BUY,0.5956,1.32216,1.30786,1.34361,143.0,214.5,TP,214.5
GBPUSDm,2025-04-17 04:00:00,2025-04-21 04:00:00,BUY,0.567,1.32434,1.3142,1.33956,101.4,152.2,TP,152.2
GBPUSDm,2025-04-18 08:00:00,2025-04-21 04:00:00,BUY,0.7973,1.32734,1.31826,1.34096,90.8,136.2,TP,136.2
GBPUSDm,2025-04-18 12:00:00,2025-04-21 04:00:00,BUY,0.8001,1.32726,1.31857,1.3403,86.9,130.4,TP,130.4
GBPUSDm,2025-04-18 16:00:00,2025-04-21 04:00:00,BUY,0.8296,1.32839,1.32009,1.34084,83.0,124.5,TP,124.5
GBPUSDm,2025-04-18 20:00:00,2025-04-21 04:00:00,BUY,0.7779,1.32895,1.32133,1.34038,76.2,114.3,TP,114.3
GBPUSDm,2025-04-20 20:00:00,2025-04-22 20:00:00,BUY,0.8117,1.33156,1.32365,1.34343,79.1,118.7,SL,-79.1
GBPUSDm,2025-04-21 00:00:00,2025-04-22 20:00:00,BUY,0.7971,1.33825,1.32907,1.35203,91.8,137.8,SL,-91.8
GBPUSDm,2025-09-22 00:00:00,2025-09-25 12:00:00,BUY,0.6234,1.34635,1.33603,1.36183,103.2,154.8,SL,-103.2
GBPUSDm,2025-09-22 04:00:00,2025-09-25 12:00:00,BUY,0.6284,1.34797,1.33744,1.36376,105.3,157.9,SL,-105.3
GBPUSDm,2026-01-11 20:00:00,2026-01-22 16:00:00,BUY,0.6045,1.3395,1.33261,1.34984,68.9,103.4,TP,103.4
GBPUSDm,2026-01-12 00:00:00,2026-01-18 20:00:00,BUY,0.6524,1.34211,1.33444,1.35361,76.7,115.0,SL,-76.7
GBPUSDm,2026-01-27 04:00:00,2026-01-27 20:00:00,BUY,0.658,1.36753,1.35596,1.38488,115.7,173.5,TP,173.5
GBPUSDm,2026-01-27 08:00:00,2026-02-05 08:00:00,BUY,0.6331,1.37117,1.35919,1.38914,119.8,179.7,SL,-119.8
GBPUSDm,2026-03-04 12:00:00,2026-04-14 08:00:00,SELL,0.5779,1.3363,1.35497,1.30829,186.7,280.1,SL,-186.7
GBPUSDm,2026-03-04 20:00:00,2026-04-14 04:00:00,SELL,0.5906,1.33672,1.35267,1.31279,159.5,239.3,SL,-159.5
GBPUSDm,2026-03-05 00:00:00,2026-04-13 16:00:00,SELL,0.6027,1.33395,1.34941,1.31076,154.6,231.9,SL,-154.6
GBPUSDm,2026-03-12 00:00:00,2026-03-30 12:00:00,SELL,0.6034,1.33699,1.34905,1.31891,120.6,180.8,TP,180.8
GBPUSDm,2026-03-12 04:00:00,2026-03-30 12:00:00,SELL,0.5753,1.33905,1.35118,1.32085,121.4,182.0,TP,182.0
GBPUSDm,2026-03-12 08:00:00,2026-03-30 12:00:00,SELL,0.5844,1.33958,1.35191,1.32109,123.3,184.9,TP,184.9
GBPUSDm,2026-03-25 00:00:00,2026-04-14 12:00:00,SELL,0.597,1.33971,1.35877,1.31112,190.6,285.9,SL,-190.6
GBPUSDm,2026-03-25 04:00:00,2026-04-14 08:00:00,SELL,0.6235,1.33887,1.35758,1.3108,187.1,280.7,SL,-187.1
GBPUSDm,2026-03-25 12:00:00,2026-04-14 08:00:00,SELL,0.5673,1.33695,1.35622,1.30804,192.7,289.1,SL,-192.7
GBPUSDm,2026-03-25 16:00:00,2026-04-14 04:00:00,SELL,0.5603,1.33643,1.35261,1.31216,161.8,242.7,SL,-161.8
GBPUSDm,2026-03-26 00:00:00,2026-03-30 12:00:00,SELL,0.6677,1.33632,1.34843,1.31816,121.1,181.6,TP,181.6
GBPUSDm,2026-03-26 04:00:00,2026-03-31 00:00:00,SELL,0.6633,1.33481,1.34694,1.31662,121.3,181.9,TP,181.9
GBPUSDm,2026-05-24 20:00:00,2026-05-28 00:00:00,BUY,0.5821,1.34821,1.3398,1.36083,84.1,126.2,SL,-84.1
USDJPYm,2024-05-03 08:00:00,2024-05-29 12:00:00,BUY,0.7335,153.19415,150.32636,157.49583,286.8,430.2,TP,430.2
USDJPYm,2024-05-03 12:00:00,2024-05-29 12:00:00,BUY,0.6867,152.84815,149.71058,157.55451,313.8,470.6,TP,470.6
USDJPYm,2024-05-03 16:00:00,2024-05-29 12:00:00,BUY,0.7871,152.85515,149.69379,157.59719,316.1,474.2,TP,474.2
USDJPYm,2024-05-03 20:00:00,2024-05-29 12:00:00,BUY,0.8461,152.88915,149.81094,157.50647,307.8,461.7,TP,461.7
USDJPYm,2024-05-05 20:00:00,2024-06-20 08:00:00,BUY,0.7788,153.65015,150.50594,158.36647,314.4,471.6,TP,471.6
USDJPYm,2024-05-06 08:00:00,2024-05-23 00:00:00,BUY,0.654,153.74515,151.68201,156.83986,206.3,309.5,TP,309.5
USDJPYm,2024-05-06 12:00:00,2024-05-23 00:00:00,BUY,0.5748,153.84715,151.84615,156.84865,200.1,300.1,TP,300.1
USDJPYm,2024-05-07 08:00:00,2024-05-23 12:00:00,BUY,0.5589,154.51915,152.86272,157.00379,165.6,248.5,TP,248.5
USDJPYm,2024-05-16 04:00:00,2024-05-22 08:00:00,BUY,0.638,154.41115,152.97801,156.56086,143.3,215.0,TP,215.0
USDJPYm,2024-05-20 08:00:00,2024-05-29 12:00:00,BUY,0.5817,155.74215,154.63215,157.40715,111.0,166.5,TP,166.5
USDJPYm,2024-06-05 00:00:00,2024-06-14 00:00:00,BUY,0.5924,155.48415,153.87701,157.89486,160.7,241.1,TP,241.1
USDJPYm,2024-06-20 08:00:00,2024-06-21 12:00:00,BUY,0.5527,158.42715,157.69215,159.52965,73.5,110.2,TP,110.2
USDJPYm,2024-06-20 20:00:00,2024-06-24 00:00:00,BUY,0.5672,158.93215,158.28265,159.9064,65.0,97.4,TP,97.4
USDJPYm,2024-07-11 16:00:00,2024-07-17 04:00:00,BUY,0.5757,158.79415,157.12958,161.29101,166.5,249.7,SL,-166.5
USDJPYm,2024-07-30 00:00:00,2024-07-31 04:00:00,SELL,0.5705,154.06585,155.94621,151.24531,188.0,282.1,TP,282.1
USDJPYm,2024-07-30 08:00:00,2024-07-31 00:00:00,SELL,0.6514,154.88185,156.77571,152.04106,189.4,284.1,TP,284.1
USDJPYm,2024-07-30 12:00:00,2024-07-31 04:00:00,SELL,0.5716,153.72285,155.72406,150.72103,200.1,300.2,TP,300.2
USDJPYm,2024-07-30 16:00:00,2024-07-31 08:00:00,SELL,0.5798,153.24885,155.08806,150.49003,183.9,275.9,TP,275.9
USDJPYm,2024-07-31 04:00:00,2024-08-04 20:00:00,SELL,0.5913,150.92085,153.92706,146.41153,300.6,450.9,TP,450.9
USDJPYm,2024-07-31 08:00:00,2024-08-04 20:00:00,SELL,0.7521,150.18185,153.10214,145.80142,292.0,438.0,TP,438.0
USDJPYm,2024-07-31 12:00:00,2024-08-04 20:00:00,SELL,0.6876,150.37385,153.39421,145.84331,302.0,453.1,TP,453.1
USDJPYm,2024-08-01 04:00:00,2024-08-05 00:00:00,SELL,0.7998,149.86085,153.61064,144.23617,375.0,562.5,TP,562.5
USDJPYm,2024-08-01 08:00:00,2024-08-05 00:00:00,SELL,0.7093,150.52185,154.39142,144.71749,387.0,580.4,TP,580.4
USDJPYm,2024-08-01 12:00:00,2024-08-05 00:00:00,SELL,0.8103,150.05885,153.90785,144.28535,384.9,577.4,TP,577.4
USDJPYm,2024-08-01 16:00:00,2024-08-05 04:00:00,SELL,0.7507,149.75085,153.67164,143.86967,392.1,588.1,TP,588.1
USDJPYm,2024-08-01 20:00:00,2024-08-05 04:00:00,SELL,0.7303,149.20485,153.02299,143.47764,381.8,572.7,TP,572.7
USDJPYm,2024-08-02 00:00:00,2024-08-05 04:00:00,SELL,0.7238,149.48485,153.29399,143.77114,380.9,571.4,TP,571.4
USDJPYm,2024-08-02 04:00:00,2024-08-05 04:00:00,SELL,0.751,149.20485,153.03221,143.46381,382.7,574.1,TP,574.1
USDJPYm,2024-08-02 08:00:00,2024-08-05 04:00:00,SELL,0.7747,149.00685,152.48042,143.79649,347.4,521.0,TP,521.0
USDJPYm,2024-08-02 12:00:00,2024-08-05 04:00:00,SELL,0.6995,146.97385,150.31735,141.9586,334.4,501.5,TP,501.5
USDJPYm,2024-08-02 16:00:00,2024-09-11 00:00:00,SELL,0.7709,146.55585,149.91735,141.5136,336.2,504.2,TP,504.2
USDJPYm,2024-08-02 20:00:00,2024-08-05 04:00:00,SELL,0.8419,146.52185,149.68385,141.77885,316.2,474.3,TP,474.3
USDJPYm,2024-08-04 20:00:00,2024-08-15 12:00:00,SELL,0.8406,145.58885,148.66964,140.96767,308.1,462.1,SL,-308.1
USDJPYm,2024-08-05 00:00:00,2024-08-07 04:00:00,SELL,0.8011,144.36085,147.67499,139.38964,331.4,497.1,SL,-331.4
USDJPYm,2024-08-06 00:00:00,2024-10-17 12:00:00,SELL,0.7096,145.34885,150.02585,138.33335,467.7,701.6,SL,-467.7
USDJPYm,2024-08-06 04:00:00,2024-10-17 12:00:00,SELL,0.5843,145.28985,150.04164,138.16217,475.2,712.8,SL,-475.2
USDJPYm,2024-08-07 04:00:00,2024-10-23 00:00:00,SELL,0.8411,146.68285,151.81199,138.98914,512.9,769.4,SL,-512.9
USDJPYm,2024-08-07 08:00:00,2024-09-16 04:00:00,SELL,0.6263,147.20085,152.16864,139.74917,496.8,745.2,TP,745.2
USDJPYm,2024-08-07 12:00:00,2024-09-13 08:00:00,SELL,0.7637,147.41185,152.01299,140.51014,460.1,690.2,TP,690.2
USDJPYm,2024-08-07 16:00:00,2024-09-16 00:00:00,SELL,0.5925,146.82385,151.20878,140.24646,438.5,657.7,TP,657.7
USDJPYm,2024-08-08 20:00:00,2024-09-06 04:00:00,SELL,0.5966,147.69085,151.12906,142.53353,343.8,515.7,TP,515.7
USDJPYm,2024-08-09 04:00:00,2024-09-06 04:00:00,SELL,0.5993,147.19885,150.61735,142.0711,341.8,512.8,TP,512.8
USDJPYm,2024-08-15 20:00:00,2024-08-19 04:00:00,SELL,0.6415,149.22485,151.18214,146.28892,195.7,293.6,TP,293.6
USDJPYm,2024-08-16 00:00:00,2024-08-19 04:00:00,SELL,0.7109,148.92685,150.91799,145.94014,199.1,298.7,TP,298.7
USDJPYm,2024-08-16 04:00:00,2024-08-19 04:00:00,SELL,0.6597,149.01085,150.98849,146.04439,197.8,296.6,TP,296.6
USDJPYm,2024-08-16 08:00:00,2024-08-20 20:00:00,SELL,0.599,148.04285,150.01556,145.08378,197.3,295.9,TP,295.9
USDJPYm,2024-08-16 12:00:00,2024-08-20 20:00:00,SELL,0.5508,148.12885,150.09792,145.17524,196.9,295.4,TP,295.4
USDJPYm,2024-08-27 00:00:00,2024-09-02 08:00:00,SELL,0.562,144.82985,146.90349,141.71939,207.4,311.0,SL,-207.4
USDJPYm,2024-09-02 16:00:00,2024-09-04 00:00:00,SELL,0.5511,146.86685,148.18471,144.89006,131.8,197.7,TP,197.7
USDJPYm,2024-09-03 08:00:00,2024-09-04 16:00:00,SELL,0.5667,146.16985,147.73842,143.81699,156.9,235.3,TP,235.3
USDJPYm,2024-09-06 00:00:00,2024-09-16 00:00:00,SELL,0.7637,143.02985,144.97042,140.11899,194.1,291.1,TP,291.1
