symbol,open_time,close_time,direction,confidence,entry,sl,tp,sl_pips,tp_pips,outcome,pnl_pips
USDJPYm,2024-09-06 04:00:00,2024-09-24 04:00:00,SELL,0.6203,142.51585,144.53356,139.48928,201.8,302.7,SL,-201.8
USDJPYm,2024-09-09 20:00:00,2024-09-16 00:00:00,SELL,0.6532,143.18085,145.21678,140.12696,203.6,305.4,TP,305.4
USDJPYm,2024-09-10 00:00:00,2024-09-16 00:00:00,SELL,0.6104,143.23285,145.32578,140.09346,209.3,313.9,TP,313.9
USDJPYm,2024-09-10 08:00:00,2024-09-16 04:00:00,SELL,0.5682,143.12085,145.20006,140.00203,207.9,311.9,TP,311.9
USDJPYm,2024-09-12 08:00:00,2024-09-24 04:00:00,SELL,0.5523,142.56285,144.64914,139.43342,208.6,312.9,SL,-208.6
USDJPYm,2024-09-12 12:00:00,2024-09-20 08:00:00,SELL,0.5911,142.23885,144.36092,139.05574,212.2,318.3,SL,-212.2
USDJPYm,2024-09-20 20:00:00,2024-10-03 00:00:00,SELL,0.5661,143.91685,146.93614,139.38792,301.9,452.9,SL,-301.9
USDJPYm,2024-09-22 20:00:00,2024-10-02 20:00:00,SELL,0.624,144.07785,146.69856,140.14678,262.1,393.1,SL,-262.1
USDJPYm,2024-09-23 00:00:00,2024-10-03 00:00:00,SELL,0.6338,144.31485,146.83785,140.53035,252.3,378.5,SL,-252.3
USDJPYm,2024-10-09 00:00:00,2024-10-21 16:00:00,BUY,0.5875,148.31715,146.79572,150.59929,152.1,228.2,TP,228.2
USDJPYm,2024-10-11 00:00:00,2024-10-21 16:00:00,BUY,0.5563,148.70815,147.30072,150.81929,140.7,211.1,TP,211.1
USDJPYm,2024-10-11 04:00:00,2024-10-22 00:00:00,BUY,0.6217,148.77215,147.35615,150.89615,141.6,212.4,TP,212.4
USDJPYm,2024-10-11 08:00:00,2024-10-22 12:00:00,BUY,0.5852,149.00015,147.57365,151.1399,142.7,214.0,TP,214.0
USDJPYm,2024-10-13 20:00:00,2024-10-23 00:00:00,BUY,0.7653,149.30215,147.92729,151.36444,137.5,206.2,TP,206.2
USDJPYm,2024-10-14 00:00:00,2024-10-23 00:00:00,BUY,0.5921,149.32315,147.98301,151.33336,134.0,201.0,TP,201.0
USDJPYm,2024-12-18 00:00:00,2024-12-19 04:00:00,BUY,0.5562,153.61415,152.33358,155.53501,128.1,192.1,TP,192.1
USDJPYm,2024-12-25 20:00:00,2024-12-31 04:00:00,BUY,0.6123,157.11715,156.22851,158.45011,88.9,133.3,SL,-88.9
USDJPYm,2024-12-26 00:00:00,2024-12-31 00:00:00,BUY,0.5831,157.36915,156.45929,158.73394,91.0,136.5,SL,-91.0
USDJPYm,2025-01-21 04:00:00,2025-01-27 08:00:00,BUY,0.6204,155.67015,153.85708,158.38976,181.3,272.0,SL,-181.3
USDJPYm,2025-01-24 08:00:00,2025-01-27 08:00:00,BUY,0.5512,156.09215,154.37358,158.67001,171.9,257.8,SL,-171.9
USDJPYm,2025-02-17 00:00:00,2025-02-21 16:00:00,SELL,0.6098,151.61485,153.23421,149.18581,161.9,242.9,TP,242.9
USDJPYm,2025-03-02 20:00:00,2025-03-06 08:00:00,SELL,0.5512,150.80085,152.61928,148.07321,181.8,272.8,TP,272.8
USDJPYm,2025-03-05 08:00:00,2025-04-03 12:00:00,SELL,0.5767,149.39085,151.86028,145.68671,246.9,370.4,TP,370.4
USDJPYm,2025-03-06 16:00:00,2025-03-19 04:00:00,SELL,0.553,147.68685,150.01506,144.19453,232.8,349.2,SL,-232.8
USDJPYm,2025-03-12 08:00:00,2025-03-24 12:00:00,SELL,0.5515,148.73185,150.55671,145.99456,182.5,273.7,SL,-182.5
USDJPYm,2025-04-03 00:00:00,2025-04-09 12:00:00,SELL,0.5703,147.26885,149.34442,144.15549,207.6,311.3,TP,311.3
USDJPYm,2025-04-03 04:00:00,2025-04-10 20:00:00,SELL,0.5634,147.26085,149.44506,143.98453,218.4,327.6,TP,327.6
USDJPYm,2025-04-07 16:00:00,2025-04-11 08:00:00,SELL,0.6613,147.93485,151.46178,142.64446,352.7,529.0,TP,529.0
USDJPYm,2025-04-07 20:00:00,2025-04-11 08:00:00,SELL,0.6513,147.79285,151.31099,142.51564,351.8,527.7,TP,527.7
USDJPYm,2025-04-08 00:00:00,2025-04-11 08:00:00,SELL,0.8139,147.59085,151.09914,142.32842,350.8,526.2,TP,526.2
USDJPYm,2025-04-08 04:00:00,2025-04-11 08:00:00,SELL,0.753,147.38985,150.90885,142.11135,351.9,527.9,TP,527.9
USDJPYm,2025-04-08 08:00:00,2025-04-16 16:00:00,SELL,0.6541,146.90385,150.36864,141.70667,346.5,519.7,TP,519.7
USDJPYm,2025-04-08 12:00:00,2025-04-11 08:00:00,SELL,0.6918,147.01985,150.27099,142.14314,325.1,487.7,TP,487.7
USDJPYm,2025-04-08 16:00:00,2025-04-21 00:00:00,SELL,0.638,146.27585,149.51221,141.42131,323.6,485.5,TP,485.5
USDJPYm,2025-04-08 20:00:00,2025-04-21 00:00:00,SELL,0.6487,145.84585,148.92856,141.22178,308.3,462.4,TP,462.4
USDJPYm,2025-04-09 20:00:00,2025-04-11 08:00:00,SELL,0.6425,147.39885,150.61892,142.56874,322.0,483.0,TP,483.0
USDJPYm,2025-04-10 00:00:00,2025-04-16 16:00:00,SELL,0.7256,146.82485,150.09464,141.92017,327.0,490.5,TP,490.5
USDJPYm,2025-04-10 04:00:00,2025-04-21 00:00:00,SELL,0.7035,146.26785,149.62185,141.23685,335.4,503.1,TP,503.1
USDJPYm,2025-04-10 08:00:00,2025-04-22 00:00:00,SELL,0.6564,145.52785,148.96221,140.37631,343.4,515.2,TP,515.2
USDJPYm,2025-04-10 12:00:00,2025-05-12 04:00:00,SELL,0.7662,144.34085,147.93699,138.94664,359.6,539.4,SL,-359.6
USDJPYm,2025-04-10 16:00:00,2025-05-12 08:00:00,SELL,0.6248,144.65585,148.32035,139.1591,366.5,549.7,SL,-366.5
USDJPYm,2025-04-10 20:00:00,2025-05-12 04:00:00,SELL,0.6597,143.74585,147.43456,138.21278,368.9,553.3,SL,-368.9
USDJPYm,2025-04-11 16:00:00,2025-05-12 04:00:00,SELL,0.626,143.59185,147.40935,137.8656,381.8,572.6,SL,-381.8
USDJPYm,2025-04-11 20:00:00,2025-05-12 04:00:00,SELL,0.6538,143.48985,147.11085,138.05835,362.1,543.2,SL,-362.1
USDJPYm,2025-04-13 20:00:00,2025-05-12 04:00:00,SELL,0.6701,143.69385,146.63706,139.27903,294.3,441.5,SL,-294.3
USDJPYm,2025-04-15 12:00:00,2025-05-01 12:00:00,SELL,0.5581,143.10185,145.42578,139.61596,232.4,348.6,SL,-232.4
USDJPYm,2025-04-15 20:00:00,2025-04-22 00:00:00,SELL,0.713,143.15685,145.13492,140.18974,197.8,296.7,TP,296.7
USDJPYm,2025-04-16 04:00:00,2025-05-01 04:00:00,SELL,0.5719,142.09585,144.19628,138.94521,210.0,315.1,SL,-210.0
USDJPYm,2025-04-18 12:00:00,2025-04-25 04:00:00,SELL,0.6932,142.20885,143.81642,139.79749,160.8,241.1,SL,-160.8
USDJPYm,2025-04-18 16:00:00,2025-04-22 04:00:00,SELL,0.5984,142.13185,143.58835,139.9471,145.7,218.5,TP,218.5
USDJPYm,2025-04-18 20:00:00,2025-04-22 04:00:00,SELL,0.5676,142.08985,143.45871,140.03656,136.9,205.3,TP,205.3
USDJPYm,2025-04-23 20:00:00,2025-05-01 16:00:00,SELL,0.5761,143.19185,145.66042,139.48899,246.9,370.3,SL,-246.9
USDJPYm,2025-05-01 20:00:00,2025-05-06 08:00:00,SELL,0.715,145.40385,147.13614,142.80542,173.2,259.8,TP,259.8
USDJPYm,2025-05-02 00:00:00,2025-05-06 12:00:00,SELL,0.7244,145.22085,147.03028,142.50671,180.9,271.4,TP,271.4
USDJPYm,2025-05-02 20:00:00,2025-05-12 04:00:00,SELL,0.5949,144.95085,146.99321,141.88731,204.2,306.4,SL,-204.2
USDJPYm,2025-05-04 20:00:00,2025-05-12 04:00:00,SELL,0.608,144.64785,146.70435,141.5631,205.6,308.5,SL,-205.6
USDJPYm,2025-05-05 00:00:00,2025-05-12 04:00:00,SELL,0.5861,144.29185,146.41221,141.11131,212.0,318.1,SL,-212.0
USDJPYm,2025-05-05 04:00:00,2025-05-12 04:00:00,SELL,0.5679,144.35785,146.38949,141.31039,203.2,304.7,SL,-203.2
USDJPYm,2025-05-20 04:00:00,2025-05-28 20:00:00,SELL,0.6235,144.12185,145.63235,141.8561,151.1,226.6,SL,-151.1
USDJPYm,2025-06-19 20:00:00,2025-06-23 04:00:00,BUY,0.5518,145.23015,143.94572,147.15679,128.4,192.7,TP,192.7
USDJPYm,2025-06-20 00:00:00,2025-06-23 04:00:00,BUY,0.5965,145.27415,144.03901,147.12686,123.5,185.3,TP,185.3
USDJPYm,2025-06-20 04:00:00,2025-06-23 04:00:00,BUY,0.6853,145.40815,144.18865,147.2374,122.0,182.9,TP,182.9
USDJPYm,2025-06-20 08:00:00,2025-06-23 08:00:00,BUY,0.7027,145.58615,144.37501,147.40286,121.1,181.7,TP,181.7
USDJPYm,2025-06-20 12:00:00,2025-06-23 08:00:00,BUY,0.713,145.92315,144.65929,147.81894,126.4,189.6,TP,189.6
USDJPYm,2025-06-20 16:00:00,2025-06-24 08:00:00,BUY,0.6653,146.17315,144.88979,148.09819,128.3,192.5,SL,-128.3
USDJPYm,2025-06-20 20:00:00,2025-06-23 08:00:00,BUY,0.6185,146.09615,144.87065,147.9344,122.6,183.8,TP,183.8
USDJPYm,2025-07-07 00:00:00,2025-07-08 08:00:00,BUY,0.5542,144.83115,143.71151,146.51061,112.0,167.9,TP,167.9
USDJPYm,2025-07-07 16:00:00,2025-07-13 20:00:00,BUY,0.5683,146.05515,145.04844,147.56522,100.7,151.0,TP,151.0
USDJPYm,2025-08-04 20:00:00,2025-09-25 12:00:00,BUY,0.6236,146.79015,144.89136,149.63833,189.9,284.8,TP,284.8
USDJPYm,2025-08-05 00:00:00,2025-10-06 04:00:00,BUY,0.6393,147.21115,145.23865,150.1699,197.3,295.9,TP,295.9
USDJPYm,2025-08-05 04:00:00,2025-10-06 04:00:00,BUY,0.5542,147.38415,145.38722,150.37954,199.7,299.5,TP,299.5
USDJPYm,2025-08-14 08:00:00,2025-08-21 12:00:00,BUY,0.5834,146.49115,145.22986,148.38308,126.1,189.2,TP,189.2
USDJPYm,2025-08-14 12:00:00,2025-09-17 16:00:00,BUY,0.6024,147.68715,146.19401,149.92686,149.3,224.0,SL,-149.3
USDJPYm,2025-10-06 04:00:00,2025-10-08 00:00:00,BUY,0.5778,150.02615,148.39372,152.47479,163.2,244.9,TP,244.9
USDJPYm,2025-10-06 08:00:00,2025-10-08 08:00:00,BUY,0.6256,150.36815,148.73744,152.81422,163.1,244.6,TP,244.6
USDJPYm,2025-10-07 04:00:00,2025-10-08 08:00:00,BUY,0.7152,150.61715,149.04044,152.98222,157.7,236.5,TP,236.5
USDJPYm,2025-10-07 12:00:00,2025-10-17 04:00:00,BUY,0.5736,151.17115,149.53701,153.62236,163.4,245.1,SL,-163.4
USDJPYm,2025-10-07 20:00:00,2025-10-16 16:00:00,BUY,0.5604,152.05315,150.30072,154.68179,175.2,262.9,SL,-175.2
USDJPYm,2025-10-08 20:00:00,2025-10-10 20:00:00,BUY,0.7186,152.70815,151.40786,154.65858,130.0,195.0,SL,-130.0
USDJPYm,2025-10-09 00:00:00,2025-10-10 20:00:00,BUY,0.7852,152.50815,151.21258,154.45151,129.6,194.3,SL,-129.6
USDJPYm,2025-10-17 08:00:00,2025-10-23 04:00:00,BUY,0.5935,150.23115,148.65744,152.59172,157.4,236.1,TP,236.1
USDJPYm,2025-10-23 00:00:00,2025-11-12 04:00:00,BUY,0.5582,152.46915,151.08744,154.54172,138.2,207.3,TP,207.3
USDJPYm,2026-04-01 12:00:00,2026-04-30 04:00:00,BUY,0.5645,158.62715,157.31958,160.58851,130.8,196.1,TP,196.1
USDJPYm,2026-04-17 16:00:00,2026-04-30 04:00:00,BUY,0.6257,158.55715,157.27315,160.48315,128.4,192.6,TP,192.6
USDJPYm,2026-06-17 20:00:00,2026-06-18 16:00:00,BUY,0.6294,160.60315,159.93372,161.60729,66.9,100.4,TP,100.4
AUDUSDm,2024-06-11 20:00:00,2024-06-12 12:00:00,BUY,0.612,0.66084,0.65691,0.66674,39.3,58.9,TP,58.9
AUDUSDm,2024-06-12 00:00:00,2024-06-12 12:00:00,BUY,0.5971,0.66174,0.65744,0.66818,43.0,64.4,TP,64.4
AUDUSDm,2024-06-12 04:00:00,2024-06-12 12:00:00,BUY,0.6281,0.66172,0.65736,0.66826,43.6,65.4,TP,65.4
AUDUSDm,2024-06-12 08:00:00,2024-06-12 12:00:00,BUY,0.7287,0.66139,0.65716,0.66774,42.3,63.5,TP,63.5
AUDUSDm,2024-06-12 12:00:00,2024-06-13 04:00:00,BUY,0.6448,0.67001,0.66406,0.67894,59.5,89.3,SL,-59.5
AUDUSDm,2024-06-23 20:00:00,2024-07-03 12:00:00,BUY,0.6341,0.66357,0.65905,0.67035,45.2,67.8,TP,67.8
AUDUSDm,2024-08-07 04:00:00,2024-08-19 00:00:00,SELL,0.6455,0.65466,0.66774,0.63504,130.8,196.2,SL,-130.8
AUDUSDm,2024-08-09 00:00:00,2024-08-19 00:00:00,SELL,0.594,0.65993,0.66807,0.64772,81.4,122.1,SL,-81.4
AUDUSDm,2024-08-22 16:00:00,2024-08-23 12:00:00,BUY,0.5979,0.67054,0.66484,0.67909,57.0,85.5,TP,85.5
AUDUSDm,2024-08-22 20:00:00,2024-08-23 12:00:00,BUY,0.6322,0.67077,0.66527,0.67901,55.0,82.4,TP,82.4
AUDUSDm,2024-08-23 00:00:00,2024-08-28 00:00:00,BUY,0.608,0.67183,0.66636,0.68003,54.7,82.0,TP,82.0
AUDUSDm,2024-08-23 04:00:00,2024-08-28 00:00:00,BUY,0.589,0.67239,0.66681,0.68076,55.8,83.7,TP,83.7
AUDUSDm,2024-08-23 08:00:00,2024-08-29 08:00:00,BUY,0.5778,0.67326,0.66765,0.68168,56.1,84.2,TP,84.2
AUDUSDm,2024-09-22 20:00:00,2024-09-27 12:00:00,BUY,0.6289,0.68108,0.67363,0.69225,74.5,111.7,TP,111.7
AUDUSDm,2024-09-23 00:00:00,2024-09-30 04:00:00,BUY,0.5945,0.68263,0.67519,0.69379,74.4,111.6,TP,111.6
AUDUSDm,2024-11-07 16:00:00,2024-11-13 12:00:00,SELL,0.6629,0.66657,0.67831,0.64897,117.4,176.0,TP,176.0
AUDUSDm,2024-11-07 20:00:00,2024-11-13 12:00:00,SELL,0.6841,0.6673,0.6791,0.64961,118.0,176.9,TP,176.9
AUDUSDm,2024-11-08 00:00:00,2024-11-14 04:00:00,SELL,0.7262,0.66461,0.67678,0.64635,121.7,182.6,TP,182.6
AUDUSDm,2024-11-08 04:00:00,2024-11-14 00:00:00,SELL,0.6596,0.66501,0.67704,0.64697,120.3,180.4,TP,180.4
AUDUSDm,2024-11-08 08:00:00,2024-11-13 12:00:00,SELL,0.714,0.66315,0.67308,0.64826,99.3,148.9,TP,148.9
AUDUSDm,2024-11-08 12:00:00,2024-11-14 08:00:00,SELL,0.6273,0.65983,0.6695,0.64532,96.7,145.1,TP,145.1
AUDUSDm,2024-11-11 00:00:00,2024-11-14 04:00:00,SELL,0.5968,0.65916,0.66779,0.64622,86.3,129.4,TP,129.4
AUDUSDm,2024-11-11 04:00:00,2024-11-14 04:00:00,SELL,0.6623,0.65808,0.66593,0.6463,78.5,117.8,TP,117.8
AUDUSDm,2024-11-12 00:00:00,2024-11-14 20:00:00,SELL,0.5831,0.655,0.66163,0.64506,66.3,99.4,TP,99.4
AUDUSDm,2024-11-20 00:00:00,2024-12-04 00:00:00,SELL,0.6595,0.65241,0.65891,0.64266,65.0,97.5,TP,97.5
AUDUSDm,2024-12-17 20:00:00,2024-12-18 16:00:00,SELL,0.573,0.63372,0.6386,0.6264,48.8,73.2,TP,73.2
AUDUSDm,2024-12-18 00:00:00,2024-12-18 20:00:00,SELL,0.6787,0.63158,0.63675,0.62382,51.7,77.6,TP,77.6
AUDUSDm,2025-01-31 08:00:00,2025-02-03 00:00:00,SELL,0.5834,0.62108,0.62699,0.61222,59.1,88.6,TP,88.6
AUDUSDm,2025-01-31 16:00:00,2025-02-03 00:00:00,SELL,0.6089,0.6213,0.62827,0.61084,69.7,104.6,TP,104.6
AUDUSDm,2025-01-31 20:00:00,2025-02-03 00:00:00,SELL,0.57,0.62087,0.62776,0.61054,68.9,103.3,TP,103.3
AUDUSDm,2025-02-19 12:00:00,2025-02-26 12:00:00,BUY,0.5686,0.63506,0.63022,0.64232,48.4,72.6,SL,-48.4
AUDUSDm,2025-02-19 20:00:00,2025-02-27 00:00:00,BUY,0.781,0.63419,0.62919,0.64169,50.0,75.0,SL,-50.0
AUDUSDm,2025-02-20 00:00:00,2025-02-26 12:00:00,BUY,0.6459,0.636,0.6306,0.6441,54.0,81.0,SL,-54.0
AUDUSDm,2025-03-04 12:00:00,2025-03-05 16:00:00,BUY,0.556,0.62079,0.61327,0.63206,75.2,112.7,TP,112.7
AUDUSDm,2025-03-05 00:00:00,2025-03-17 16:00:00,BUY,0.6306,0.62515,0.61632,0.63839,88.3,132.4,TP,132.4
AUDUSDm,2025-03-05 04:00:00,2025-04-04 08:00:00,BUY,0.6192,0.62737,0.61837,0.64087,90.0,135.0,SL,-90.0
AUDUSDm,2025-03-17 00:00:00,2025-03-20 12:00:00,BUY,0.5509,0.63297,0.62766,0.64094,53.1,79.7,SL,-53.1
AUDUSDm,2025-04-03 00:00:00,2025-04-04 08:00:00,BUY,0.6708,0.62738,0.61904,0.63989,83.4,125.1,SL,-83.4
AUDUSDm,2025-04-07 04:00:00,2025-04-10 12:00:00,SELL,0.5857,0.60069,0.62162,0.5693,209.3,313.9,SL,-209.3
AUDUSDm,2025-04-08 00:00:00,2025-04-11 12:00:00,SELL,0.698,0.60273,0.62751,0.56556,247.8,371.7,SL,-247.8
AUDUSDm,2025-04-08 04:00:00,2025-04-11 16:00:00,SELL,0.8028,0.60489,0.62886,0.56894,239.7,359.6,SL,-239.7
AUDUSDm,2025-04-08 08:00:00,2025-04-11 16:00:00,SELL,0.7131,0.60524,0.629,0.56961,237.6,356.3,SL,-237.6
AUDUSDm,2025-04-08 12:00:00,2025-04-10 12:00:00,SELL,0.6957,0.60124,0.6231,0.56845,218.6,327.9,SL,-218.6
AUDUSDm,2025-04-08 16:00:00,2025-04-09 16:00:00,SELL,0.7671,0.59598,0.61652,0.56517,205.4,308.1,SL,-205.4
AUDUSDm,2025-04-27 20:00:00,2025-05-05 04:00:00,BUY,0.6792,0.63833,0.63182,0.6481,65.1,97.7,TP,97.7
AUDUSDm,2025-04-28 00:00:00,2025-05-05 04:00:00,BUY,0.5553,0.63868,0.63213,0.64851,65.5,98.3,TP,98.3
AUDUSDm,2025-06-01 20:00:00,2025-06-16 12:00:00,BUY,0.5539,0.64442,0.6375,0.6548,69.2,103.8,TP,103.8
AUDUSDm,2025-06-08 20:00:00,2025-06-19 12:00:00,BUY,0.5568,0.65,0.64487,0.6577,51.3,77.0,SL,-51.3
AUDUSDm,2025-12-18 00:00:00,2025-12-23 00:00:00,BUY,0.5503,0.65949,0.65462,0.66679,48.7,73.0,TP,73.0
AUDUSDm,2025-12-18 04:00:00,2025-12-23 08:00:00,BUY,0.5846,0.66095,0.65594,0.66846,50.1,75.1,TP,75.1
AUDUSDm,2026-01-23 04:00:00,2026-01-26 12:00:00,BUY,0.5706,0.68439,0.67849,0.69324,59.0,88.5,TP,88.5
AUDUSDm,2026-01-23 08:00:00,2026-01-27 12:00:00,BUY,0.725,0.6853,0.67926,0.69436,60.4,90.6,TP,90.6
AUDUSDm,2026-01-23 16:00:00,2026-01-27 16:00:00,BUY,0.6186,0.68879,0.68256,0.69813,62.3,93.4,TP,93.4
AUDUSDm,2026-01-25 20:00:00,2026-01-27 20:00:00,BUY,0.6175,0.6915,0.68533,0.70075,61.7,92.5,TP,92.5
AUDUSDm,2026-01-26 20:00:00,2026-01-27 20:00:00,BUY,0.7122,0.69148,0.68557,0.70034,59.1,88.7,TP,88.7
AUDUSDm,2026-01-27 00:00:00,2026-01-27 20:00:00,BUY,0.6546,0.69167,0.68543,0.70103,62.4,93.6,TP,93.6
AUDUSDm,2026-01-27 04:00:00,2026-01-27 20:00:00,BUY,0.633,0.69167,0.68544,0.70101,62.3,93.4,TP,93.4
AUDUSDm,2026-01-27 08:00:00,2026-01-28 20:00:00,BUY,0.5536,0.69327,0.6867,0.70313,65.7,98.6,TP,98.6
AUDUSDm,2026-02-02 04:00:00,2026-03-10 16:00:00,BUY,0.5611,0.69431,0.67971,0.71621,146.0,219.0,TP,219.0
AUDUSDm,2026-02-02 08:00:00,2026-03-11 04:00:00,BUY,0.6415,0.69585,0.68122,0.71779,146.2,219.4,TP,219.4
AUDUSDm,2026-02-06 00:00:00,2026-02-09 12:00:00,BUY,0.6252,0.69418,0.68444,0.70878,97.4,146.0,TP,146.0
AUDUSDm,2026-02-06 04:00:00,2026-02-11 00:00:00,BUY,0.5595,0.69606,0.68626,0.71076,98.0,147.0,TP,147.0
AUDUSDm,2026-02-06 08:00:00,2026-02-11 16:00:00,BUY,0.596,0.69867,0.68863,0.71374,100.4,150.7,TP,150.7
AUDUSDm,2026-02-10 12:00:00,2026-02-20 00:00:00,BUY,0.5524,0.7086,0.70166,0.71901,69.4,104.1,SL,-69.4
AUDUSDm,2026-02-11 16:00:00,2026-02-13 04:00:00,BUY,0.6078,0.7131,0.70451,0.72599,85.9,128.9,SL,-85.9
AUDUSDm,2026-02-13 12:00:00,2026-03-03 12:00:00,BUY,0.5664,0.70619,0.69638,0.7209,98.1,147.1,SL,-98.1
AUDUSDm,2026-03-03 16:00:00,2026-03-26 16:00:00,BUY,0.6522,0.70436,0.68892,0.72752,154.4,231.6,SL,-154.4
AUDUSDm,2026-03-04 00:00:00,2026-03-30 00:00:00,BUY,0.5863,0.70088,0.68444,0.72555,164.4,246.7,SL,-164.4
AUDUSDm,2026-03-09 00:00:00,2026-03-11 04:00:00,BUY,0.5956,0.69925,0.68706,0.71754,121.9,182.9,TP,182.9
AUDUSDm,2026-03-09 04:00:00,2026-03-26 16:00:00,BUY,0.5514,0.70107,0.68898,0.7192,120.9,181.4,SL,-120.9
AUDUSDm,2026-03-10 08:00:00,2026-03-13 16:00:00,BUY,0.5542,0.71212,0.69992,0.73042,122.0,183.0,SL,-122.0
AUDUSDm,2026-03-11 00:00:00,2026-03-13 04:00:00,BUY,0.5625,0.71748,0.70482,0.73646,126.6,189.8,SL,-126.6
AUDUSDm,2026-03-15 20:00:00,2026-03-26 12:00:00,BUY,0.7563,0.70061,0.69088,0.71521,97.3,146.0,SL,-97.3
AUDUSDm,2026-03-16 00:00:00,2026-03-23 08:00:00,BUY,0.781,0.70117,0.69163,0.71547,95.4,143.0,SL,-95.4
AUDUSDm,2026-03-16 04:00:00,2026-03-23 08:00:00,BUY,0.7639,0.70141,0.69228,0.7151,91.3,136.9,SL,-91.3
AUDUSDm,2026-03-16 08:00:00,2026-03-23 04:00:00,BUY,0.6484,0.70512,0.69554,0.7195,95.8,143.8,SL,-95.8
AUDUSDm,2026-03-16 16:00:00,2026-03-23 00:00:00,BUY,0.5534,0.70742,0.69838,0.72097,90.4,135.5,SL,-90.4
AUDUSDm,2026-03-17 00:00:00,2026-03-23 04:00:00,BUY,0.5809,0.70673,0.69718,0.72105,95.5,143.2,SL,-95.5
AUDUSDm,2026-03-17 04:00:00,2026-03-23 04:00:00,BUY,0.6322,0.70682,0.69722,0.72122,96.0,144.0,SL,-96.0
AUDUSDm,2026-03-17 08:00:00,2026-03-23 00:00:00,BUY,0.6744,0.70806,0.6989,0.72181,91.6,137.5,SL,-91.6
AUDUSDm,2026-03-19 16:00:00,2026-03-23 00:00:00,BUY,0.6996,0.70855,0.69814,0.72417,104.1,156.2,SL,-104.1
AUDUSDm,2026-04-01 08:00:00,2026-04-07 20:00:00,SELL,0.6225,0.69526,0.70503,0.6806,97.7,146.6,SL,-97.7
AUDUSDm,2026-04-01 12:00:00,2026-04-07 20:00:00,SELL,0.557,0.69417,0.70403,0.67937,98.6,148.0,SL,-98.6
AUDUSDm,2026-04-02 00:00:00,2026-04-07 20:00:00,SELL,0.5501,0.68815,0.69876,0.67223,106.1,159.2,SL,-106.1
AUDUSDm,2026-04-03 00:00:00,2026-04-07 20:00:00,SELL,0.568,0.69028,0.69903,0.67715,87.5,131.3,SL,-87.5
AUDUSDm,2026-04-20 04:00:00,2026-05-06 08:00:00,BUY,0.5535,0.7149,0.70809,0.72511,68.1,102.1,TP,102.1
AUDUSDm,2026-04-23 20:00:00,2026-05-06 00:00:00,BUY,0.5983,0.71304,0.70626,0.72321,67.8,101.7,TP,101.7
AUDUSDm,2026-04-26 20:00:00,2026-05-06 00:00:00,BUY,0.6011,0.71434,0.70804,0.7238,63.0,94.6,TP,94.6
AUDUSDm,2026-04-27 00:00:00,2026-04-29 16:00:00,BUY,0.6257,0.71748,0.71057,0.72785,69.1,103.7,SL,-69.1
AUDUSDm,2026-04-30 04:00:00,2026-05-06 00:00:00,BUY,0.6,0.71293,0.70613,0.72313,68.0,102.0,TP,102.0
AUDUSDm,2026-04-30 08:00:00,2026-05-06 08:00:00,BUY,0.5895,0.71546,0.70826,0.72627,72.0,108.1,TP,108.1
AUDUSDm,2026-05-05 00:00:00,2026-05-06 04:00:00,BUY,0.6345,0.71544,0.70948,0.72438,59.6,89.4,TP,89.4
AUDUSDm,2026-05-05 20:00:00,2026-05-17 20:00:00,BUY,0.5928,0.72042,0.71369,0.73051,67.3,100.9,SL,-67.3
AUDUSDm,2026-05-18 00:00:00,2026-06-05 12:00:00,BUY,0.5813,0.71355,0.70729,0.72294,62.6,93.9,SL,-62.6
AUDUSDm,2026-05-18 04:00:00,2026-05-19 12:00:00,BUY,0.6108,0.71531,0.70866,0.72528,66.5,99.7,SL,-66.5
AUDUSDm,2026-05-20 00:00:00,2026-06-07 20:00:00,BUY,0.6752,0.71041,0.70328,0.7211,71.3,106.9,SL,-71.3
AUDUSDm,2026-05-22 12:00:00,2026-06-05 16:00:00,BUY,0.5927,0.71319,0.70531,0.72501,78.8,118.2,SL,-78.8
AUDUSDm,2026-05-24 20:00:00,2026-06-05 12:00:00,BUY,0.5893,0.71577,0.70893,0.72604,68.4,102.7,SL,-68.4
AUDUSDm,2026-06-17 00:00:00,2026-06-23 00:00:00,SELL,0.6037,0.70591,0.71137,0.69773,54.6,81.8,TP,81.8
AUDUSDm,2026-06-17 04:00:00,2026-06-19 04:00:00,SELL,0.6447,0.70628,0.71088,0.69937,46.0,69.1,TP,69.1
AUDUSDm,2026-06-17 08:00:00,2026-06-19 04:00:00,SELL,0.6941,0.7058,0.71012,0.69931,43.2,64.9,TP,64.9
AUDUSDm,2026-06-17 16:00:00,2026-06-23 16:00:00,SELL,0.6409,0.70055,0.70625,0.69201,57.0,85.4,TP,85.4
AUDUSDm,2026-06-22 20:00:00,2026-06-23 08:00:00,SELL,0.5885,0.69923,0.70324,0.69322,40.1,60.1,TP,60.1
AUDUSDm,2026-06-23 00:00:00,2026-06-23 16:00:00,SELL,0.6131,0.69749,0.70191,0.69086,44.2,66.3,TP,66.3
AUDUSDm,2026-06-23 04:00:00,2026-06-26 16:00:00,SELL,0.762,0.69456,0.69927,0.6875,47.1,70.6,OPEN,-39.5
AUDUSDm,2026-06-23 08:00:00,2026-06-26 16:00:00,SELL,0.7153,0.69302,0.69777,0.6859,47.5,71.2,OPEN,-24.1
